0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.034, 0.054, 0.073, 0.084, 0.023, 0.052, 0.077, 0.065, 0.046, 0.015, 0.046, 0.074, 0.062, 0.041, 0.02, 0.044, 0.068, 0.055, 0.032, 0.028, 0.047, 0.063, 0.053, 0.033
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.061, 0.043, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.027, 0.028, 0.047, 0.058, 0.047, 0.027, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.061, 0.039, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.061, 0.043, 0.016, 0.046, 0.072, 0.057, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.058, 0.047, 0.027, 0.034, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.061, 0.04, 0.02, 0.044, 0.067, 0.055, 0.032, 0.028, 0.047, 0.063, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.061, 0.043, 0.016, 0.046, 0.072, 0.057, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.058, 0.047, 0.027, 0.034, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.061, 0.04, 0.02, 0.044, 0.067, 0.055, 0.032, 0.028, 0.047, 0.063, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.061, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.058, 0.047, 0.027, 0.035, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.032, 0.028, 0.047, 0.063, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.058, 0.047, 0.027, 0.035, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.061, 0.04, 0.02, 0.044, 0.067, 0.055, 0.032, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.035, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.063, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.035, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.034, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.034, 0.054, 0.072, 0.085, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.026, 0.028, 0.047, 0.059, 0.047, 0.027, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.027, 0.028, 0.047, 0.059, 0.047, 0.028, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.027, 0.028, 0.047, 0.059, 0.047, 0.028, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.062, 0.04, 0.02, 0.044, 0.067, 0.055, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.027, 0.028, 0.047, 0.059, 0.047, 0.028, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.061, 0.04, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
0,0.036, 0.058, 0.084, 0.107, 0.024, 0.052, 0.076, 0.062, 0.044, 0.016, 0.046, 0.072, 0.058, 0.036, 0.02, 0.044, 0.064, 0.05, 0.027, 0.028, 0.047, 0.059, 0.047, 0.028, 0.034, 0.054, 0.072, 0.084, 0.023, 0.052, 0.076, 0.064, 0.045, 0.015, 0.046, 0.073, 0.061, 0.04, 0.02, 0.044, 0.067, 0.054, 0.031, 0.028, 0.047, 0.062, 0.052, 0.032
