epoch,accuracy,time_sec
1,0.08333333333333333,16.39645743370056
2,0.08333333333333333,33.37175989151001
3,0.08333333333333333,50.42972469329834
4,0.08333333333333333,67.32888269424438
5,0.08333333333333333,84.25017476081848
6,0.08333333333333333,101.16521453857422
7,0.08333333333333333,118.07381868362427
8,0.08333333333333333,135.1040120124817
9,0.08333333333333333,152.0079848766327
10,0.08333333333333333,168.87144327163696
11,0.08333333333333333,185.7168505191803
12,0.08333333333333333,202.8588695526123
13,0.08333333333333333,219.9717411994934
14,0.13016666666666668,237.25732970237732
15,0.08333333333333333,254.16879868507385
16,0.08333333333333333,271.14023208618164
17,0.08333333333333333,288.06617760658264
18,0.08333333333333333,305.06923484802246
19,0.08333333333333333,322.0081217288971
20,0.16644444444444445,338.85609793663025
