epoch,accuracy,time_sec
1,0.08333333333333333,33.961261510849
2,0.08333333333333333,69.67380738258362
3,0.08333333333333333,105.76133561134338
4,0.08333333333333333,142.03828835487366
5,0.08333333333333333,178.56836533546448
6,0.08333333333333333,214.53962206840515
7,0.08333333333333333,250.8870222568512
8,0.08333333333333333,287.35555386543274
9,0.08333333333333333,323.4918658733368
10,0.08333333333333333,359.52991676330566
11,0.08333333333333333,400.45543336868286
12,0.08333333333333333,437.46496510505676
13,0.08333333333333333,474.3467056751251
14,0.08333333333333333,511.1485857963562
15,0.08333333333333333,550.4754004478455
16,0.08333333333333333,587.1939327716827
17,0.08333333333333333,623.5627889633179
18,0.08333333333333333,659.3683240413666
19,0.08333333333333333,696.3398873806
20,0.08333333333333333,732.7783279418945
