epoch,accuracy,time_sec
1,0.08333333333333333,18.023978233337402
2,0.08333333333333333,37.02835941314697
3,0.08333333333333333,56.28231906890869
4,0.08333333333333333,75.22170376777649
5,0.08333333333333333,94.05423712730408
6,0.08333333333333333,113.27028489112854
7,0.08333333333333333,132.25068068504333
8,0.08333333333333333,151.10945439338684
9,0.08333333333333333,170.40775609016418
10,0.08333333333333333,189.45329022407532
11,0.08333333333333333,208.58840346336365
12,0.08333333333333333,228.12654185295105
13,0.08333333333333333,247.4436252117157
14,0.08333333333333333,266.79105496406555
15,0.08333333333333333,286.4446852207184
16,0.08333333333333333,306.04390048980713
17,0.08333333333333333,325.45206212997437
18,0.08333333333333333,345.045925617218
19,0.08333333333333333,364.4995028972626
20,0.08333333333333333,384.27910470962524
