epoch,accuracy,time_sec
1,0.4167222222222222,16.419209003448486
2,0.6800555555555555,33.266071796417236
3,0.9609444444444445,50.23348808288574
4,0.9762777777777778,67.13315272331238
5,0.9771666666666666,84.08026504516602
6,0.9760555555555556,100.95330548286438
7,0.9748888888888889,117.84121656417847
8,0.9740555555555556,134.72998523712158
9,0.9727222222222223,151.5828697681427
10,0.9532777777777778,168.44795489311218
11,0.9662222222222222,185.28799319267273
12,0.9676111111111111,202.42872619628906
13,0.9756111111111111,219.29024457931519
14,0.9652222222222222,236.2908809185028
15,0.9702777777777778,253.12084555625916
16,0.9379444444444445,270.0205624103546
17,0.9526666666666667,287.109751701355
18,0.9664444444444444,304.0958456993103
19,0.9373888888888889,321.05915689468384
20,0.9740555555555556,338.1045298576355
